,"AUTHORIZED FLORIDA INSURER FINANCIAL ABSTRACTS, BY NAIC STATEMENT TYPE",CALENDAR YEAR 2016,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,COMPANY,NAIC,DOMICILE,Net Admitted Assests($),Liabilities($),Capital and Surplus($),Florida Direct Premiums Written($)
914,FACTORY MUT INS CO,21482,FOREIGN,16764262160,5244906593,11519355567,109569154
915,FAIR AMER INS & REINS CO,35157,FOREIGN,205595062,17927205,187667857,2611321
916,FAIR AMERICAN SELECT INS CO,15201,FOREIGN,108178590,4948601,103229989,2919925
917,FALLS LAKE NATL INS CO,31925,FOREIGN,369332861,312626931,56705930,3266550
918,FAMILY SECURITY INS CO INC,14432,FOREIGN,32870705,16601392,16269313,0
919,FARMERS INS EXCH,21652,FOREIGN,16057239778,11838399959,4218839820,0
920,FARMERS MUT HAIL INS CO OF IA,13897,FOREIGN,703565351,279736205,423829146,0
921,FARMERS SPECIALTY INS CO,43699,FOREIGN,59454340,42443290,17011050,0
922,FARMINGTON CAS CO,41483,FOREIGN,1017706366,728211664,289494702,0
923,FARMLAND MUT INS CO,13838,FOREIGN,566652983,395275516,171377467,1175760
924,FCCI ADVANTAGE INS CO,12842,DOMESTIC,7276647,957557,6319090,3509
925,FCCI COMMERCIAL INS CO,33472,DOMESTIC,14718038,-2566039,17284077,-33868
926,FCCI INS CO,10178,DOMESTIC,1920879342,1348891798,571987544,230714829
927,FD INS CO,12441,DOMESTIC,37939503,17245138,20694365,12268185
928,FEDERAL INS CO,20281,FOREIGN,27371174675,15947366060,11423808615,477328306
929,FEDERATED MUT INS CO,13935,FOREIGN,5456754111,2365653534,3091100577,39437430
930,FEDERATED NATL INS CO,10790,DOMESTIC,531447602,389908271,141539331,497085385
931,FEDERATED RURAL ELECTRIC INS EXCH,11118,FOREIGN,522717616,337245843,185471773,7575655
932,FEDERATED SERV INS CO,28304,FOREIGN,488844942,260503179,228341764,8496024
933,FFVA MUT INS CO,10385,DOMESTIC,328046035,171900282,156145753,68990887
934,FHM INS CO,10699,DOMESTIC,80600271,41708936,38891335,18406430
935,FIDELITY & DEPOSIT CO OF MD,39306,FOREIGN,208973641,41090121,167883520,29396234
936,FIDELITY & GUAR INS CO,35386,FOREIGN,21928732,2727509,19201223,-2685
937,FIDELITY & GUAR INS UNDERWRITERS INC,25879,FOREIGN,153260550,63265030,89995520,0
938,FINANCIAL AMER PROP & CAS INS CO,21075,FOREIGN,13294461,4428911,8865550,1102291
939,FINANCIAL CAS & SURETY INC,35009,FOREIGN,24640978,7873544,16767434,214982
940,FINANCIAL PACIFIC INS CO,31453,FOREIGN,232264336,137184277,95080055,0
941,FINIAL REINS CO,39136,FOREIGN,1486966669,511421778,975544891,0
942,FIRE INS EXCH,21660,FOREIGN,2429380679,1652157240,777223438,0
943,FIREMANS FUND INS CO,21873,FOREIGN,2811288777,1140730501,1670558276,6950920
944,FIRST ACCEPTANCE INS CO INC,10336,FOREIGN,246664480,187774050,58890430,44787861
945,FIRST AMER PROP & CAS INS CO,37710,FOREIGN,101435089,57847050,43588039,2451601
946,FIRST AMER SPECILATY INS CO,34525,FOREIGN,119066718,63423295,55643423,32857
947,FIRST COLONIAL INS CO,29980,DOMESTIC,349668613,196812168,152856445,14366743
948,FIRST COMMUNITY INS CO,13990,DOMESTIC,98841498,58022527,40818972,107406108
949,FIRST DAKOTA IND CO,10351,FOREIGN,47617013,33019347,14597666,0
950,FIRST FIN INS CO,11177,FOREIGN,551118914,118533123,432585791,0
951,FIRST FLORIDIAN AUTO & HOME INS CO,10647,DOMESTIC,263597252,72666506,190930746,56717601
952,FIRST GUARD INS CO,10676,FOREIGN,27785815,2289401,25496414,809956
953,FIRST LIBERTY INS CORP,33588,FOREIGN,22262828,37465,22225362,40910438
954,FIRST MERCURY INS CO,10657,FOREIGN,114888730,63961762,50926968,13257059
955,FIRST NATL INS CO OF AMER,24724,FOREIGN,56760566,336723,56423843,19764281
956,FIRST NONPROFIT INS CO,10859,FOREIGN,69444017,40258340,29185677,3351600
957,FIRST PROFESSIONALS INS CO,33383,DOMESTIC,277908508,77763877,200144631,-70569
958,FIRST PROTECTIVE INS CO,10897,DOMESTIC,213052859,151254996,61797863,265922707
959,FIRST SPECIALTY INS CORP,34916,FOREIGN,178891985,106711434,72180551,41414809
960,FLORIDA FAMILY INS CO,10688,DOMESTIC,109314397,52049866,57264531,113195609
961,FLORIDA FARM BUR GEN INS CO,21817,DOMESTIC,10258856,47549,10211307,209377926
962,FLORIDA FARM BUREAU CAS INS CO,31216,DOMESTIC,557357708,271596982,285760726,95407727
963,FLORIDA LAWYERS MUT INS CO,34150,DOMESTIC,83714440,37963304,45751136,16318084
964,FLORIDA PENINSULA INS CO,10132,DOMESTIC,321386898,190845313,130541584,253937771
965,FLORIDA SPECIALTY INS CO,17248,DOMESTIC,57039890,36749340,20290551,27294241
966,FLORISTS INS CO,33278,FOREIGN,6066153,429238,5636915,1887750
967,FLORISTS MUT INS CO,13978,FOREIGN,123694848,100983803,22711045,3400595
968,FMH AG RISK INS CO,36781,FOREIGN,124023838,11825196,112198642,23365
969,FOREMOST INS CO GRAND RAPIDS MI,11185,FOREIGN,2269454754,1137808280,1131646474,67491620
970,FOREMOST PROP & CAS INS CO,11800,FOREIGN,63158185,45044974,18113211,24654823
971,FOREMOST SIGNATURE INS CO,41513,FOREIGN,64879268,44834980,20044288,8915492
972,FORESTRY MUT INS CO,10941,FOREIGN,56339870,33855026,22484843,0
973,FORTRESS INS CO,10801,FOREIGN,135429686,72659257,62770429,2732222
974,FOUNDERS INS CO,14249,FOREIGN,161046308,89580194,71466114,113923
975,FRANK WINSTON CRUM INS CO,11600,DOMESTIC,82510493,62817972,19692521,17053958
976,FRANKENMUTH MUT INS CO,13986,FOREIGN,1259528829,703568742,555960087,191601
977,FREEDOM SPECIALTY INS CO,22209,FOREIGN,55911679,34693234,21218445,4255410
978,FRONTLINE INS UNLIMITED   CO,10074,FOREIGN,32452962,6257778,26195184,10751230
979,GABLES RRG INC,14032,FOREIGN,9309209,3962589,5346620,3306956
980,GALEN INS CO,12361,FOREIGN,10025941,12104350,-2078410,0
981,GARRISON PROP & CAS INS CO,21253,FOREIGN,1981542926,1229982668,751560258,121389579
982,GATEWAY INS CO,28339,FOREIGN,64288547,46739189,17549358,0
983,GEICO CAS CO,41491,FOREIGN,2920520473,1996039994,924480479,0
984,GEICO GEN INS CO,35882,FOREIGN,154074677,202679,153871998,2211145213
985,GEICO IND CO,22055,FOREIGN,8166875658,3568667174,4598208484,1141172170
986,GEICO MARINE INS CO,37923,FOREIGN,119433494,71480527,47952967,52435840
987,GEMINI INS CO,10833,FOREIGN,116775529,61386321,55389208,31801942
988,GENERAL CAS CO OF WI,24414,FOREIGN,873513199,592841920,280671279,972708
989,GENERAL INS CO OF AMER,24732,FOREIGN,111577315,3922258,107655057,7709669
990,GENERAL REINS CORP,22039,FOREIGN,14780096702,4119578573,10660518129,0
991,GENERAL SECURITY IND CO OF AZ,20559,FOREIGN,360957916,307430842,53527074,34906643
992,GENERAL SECURITY NATL INS CO,39322,FOREIGN,346086287,207661570,138424717,1256478
993,GENERAL STAR IND CO,37362,FOREIGN,840986715,245813985,595172730,16800197
994,GENERAL STAR NATL INS CO,11967,FOREIGN,234101706,55985002,178116704,443859
995,GENERALI US BRANCH,11231,FOREIGN,57998791,33250694,24748097,5902552
996,GENESIS INS CO,38962,FOREIGN,184241279,58815343,125425936,314886
997,GENWORTH FINANCIAL ASSUR CORP,37095,FOREIGN,7965348,7780,7957568,0
998,GENWORTH MORTGAGE INS CORP,38458,FOREIGN,2944689580,1757666126,1187023454,44186968
999,GENWORTH MORTGAGE INS CORP OF NC,16675,FOREIGN,344241096,182759170,161481926,0
1000,GEOVERA SPECIALTY INS CO,10182,FOREIGN,129158900,108536320,20622580,56100685
1001,GLOBAL LIBERTY INS CO OF NY,11092,FOREIGN,65926062,45068987,20857076,2241010
1002,GOLDEN INS CO RRG,11145,FOREIGN,13171303,10444803,2726500,102678
1003,GOTHAM INS CO,25569,FOREIGN,228068860,154180707,73888153,2920664
1004,GOVERNMENT EMPLOYEES INS CO,22063,FOREIGN,27197917293,11495351339,15702565954,640028395
1005,GOVERNMENT TECHNOLOGY INS CO RRG INC,13973,FOREIGN,1333208,529884,803324,1200
1006,GRANADA INS CO,16870,DOMESTIC,32502116,22880669,9621447,49184590
1007,GRANITE RE INC,26310,FOREIGN,46596386,24065030,22531356,205243
1008,GRANITE STATE INS CO,23809,FOREIGN,34707167,2676275,32030892,41828835
1009,GRAPHIC ARTS MUT INS CO,25984,FOREIGN,148463188,90446373,58016815,97366
1010,GRAY INS CO,36307,FOREIGN,283685728,170922732,112762995,1333602
1011,GREAT AMER ALLIANCE INS CO,26832,FOREIGN,30368646,5733,30362913,6733886
1012,GREAT AMER ASSUR CO,26344,FOREIGN,19752034,1878,19750156,51621860
1013,GREAT AMER CAS INS CO,39896,FOREIGN,10903370,230,10903140,0
1014,GREAT AMER CONTEMPORARY INS CO,10646,FOREIGN,10584593,3789,10580804,0
1015,GREAT AMER E&S INS CO,37532,FOREIGN,47074272,38842,47035430,20673375
1016,GREAT AMER FIDELITY INS CO,41858,FOREIGN,47120350,19092,47101258,818519
1017,GREAT AMER INS CO,16691,FOREIGN,6851230772,4852363624,1998867148,83168921
1018,GREAT AMER INS CO OF NY,22136,FOREIGN,48238250,60457,48177793,20342214
1019,GREAT AMER SECURITY INS CO,31135,FOREIGN,15337005,3576,15333429,0
1020,GREAT AMER SPIRIT INS CO,33723,FOREIGN,16878878,13352,16865526,1804726
1021,GREAT DIVIDE INS CO,25224,FOREIGN,248763733,181029340,67734393,18934268
1022,GREAT MIDWEST INS CO,18694,FOREIGN,215754553,110935700,104818853,279143
1023,GREAT NORTHERN INS CO,20303,FOREIGN,1607603966,1103442233,504161733,22309437
1024,GREAT NORTHWEST INS CO,26654,FOREIGN,18932039,11499647,7432392,0
1025,GREAT WEST CAS CO,11371,FOREIGN,2015895179,1393587452,622307728,13357053
1026,GREEN HILLS INS CO RRG,11941,FOREIGN,13172503,7756671,5415832,367455
1027,GREENWICH INS CO,22322,FOREIGN,1202510098,838334591,364175507,35093268
1028,GREYHAWK INS CO,23752,FOREIGN,20057227,1011568,19045659,0
1029,GUARANTEE CO OF N AMER USA,36650,FOREIGN,217833140,37279005,180554134,3239296
1030,GUARANTEE INS CO,11398,DOMESTIC,417471243,366685170,50786073,61028121
1031,GUIDEONE AMER INS CO,42331,FOREIGN,12545144,1743751,10801393,589737
1032,GUIDEONE ELITE INS CO,42803,FOREIGN,30316412,5262329,25054083,18489981
1033,GUIDEONE MUT INS CO,15032,FOREIGN,1214660024,792880707,421779317,14664840
1034,GUIDEONE NATL INS CO,14167,FOREIGN,52185269,4430025,47755244,4565627
1035,GUIDEONE SPECIALTY MUT INS CO,14559,FOREIGN,267988284,173750506,94237778,3272910
1036,GUILFORD INS CO,10956,FOREIGN,377928389,103664659,274263730,0
1037,GULF UNDERWRITERS INS CO,42811,FOREIGN,52667102,585729,52081372,0
1038,GULFSTREAM PROP & CAS INS CO,12237,DOMESTIC,110773680,79291386,31482294,105628692
1039,HALLMARK INS CO,34037,FOREIGN,308729680,204998905,103730775,3006856
1040,HALLMARK NATL INS CO,19530,FOREIGN,85463262,59723362,25739900,0
1041,HALLMARK SPECIALTY INS CO,26808,FOREIGN,230216451,171102454,59113997,6764678
1042,HAMILTON INS CO,26611,FOREIGN,31912117,10254111,21658006,422108
1043,HAMILTON SPECIALTY INS CO,13551,FOREIGN,101729257,51531198,50198059,26915105
1044,HANOVER AMER INS CO,36064,FOREIGN,30625473,33947,30591526,15698387
1045,HANOVER INS CO,22292,FOREIGN,7409276518,5241116307,2168160211,34534832
1046,HARCO NATL INS CO,26433,FOREIGN,437050033,267874021,169176012,11895364
1047,HARLEYSVILLE INS CO,23582,FOREIGN,158473533,132068519,26405014,395969
1048,HARLEYSVILLE PREFERRED INS CO,35696,FOREIGN,128734778,80737238,47997540,643657
1049,HARLEYSVILLE WORCESTER INS CO,26182,FOREIGN,196820342,139618977,57201365,920240
1050,HARTFORD ACCIDENT & IND CO,22357,FOREIGN,11604545372,8450090394,3154454978,36776346
1051,HARTFORD CAS INS CO,29424,FOREIGN,2267157801,1373121850,894035951,63463005
1052,HARTFORD FIRE INS CO,19682,FOREIGN,25540585746,13025964735,12514621011,98266496
1053,HARTFORD INS CO OF THE MIDWEST,37478,FOREIGN,617181474,125755977,491425496,131580858
1054,HARTFORD INS CO OF THE SOUTHEAST,38261,FOREIGN,184120708,127675796,56444912,71556256
1055,HARTFORD STEAM BOIL INSPEC & INS CO,11452,FOREIGN,1256107698,657233289,598874409,5265641
1056,HARTFORD STEAM BOIL INSPEC INS CO CT,29890,FOREIGN,80949423,40495636,40453787,324
1057,HARTFORD UNDERWRITERS INS CO,30104,FOREIGN,1594063540,1002160194,591903346,162984067
1058,HDI GLOBAL INS CO,41343,FOREIGN,290156110,151531452,138624658,18618313
1059,HEALTH CARE CAS RRG INC,12236,FOREIGN,12042645,9906681,2135964,1800767
1060,HEALTH CARE IND INC,35904,FOREIGN,355998267,247205053,108793214,4890244
1061,HEALTHCARE UNDERWRITERS GRP INC,12233,FOREIGN,86720066,38602665,48117401,5869155
1062,HERITAGE CAS INS CO,32077,FOREIGN,18431658,3884503,14547155,0
1063,HERITAGE IND CO,39527,FOREIGN,117020483,66520348,50500135,6708008
1064,HERITAGE PROP & CAS INS CO,14407,DOMESTIC,626109050,426412570,199696480,570078142
1065,HIGHMARK CAS INS CO,35599,FOREIGN,274711477,95508169,179203308,0
1066,HISCOX INS CO INC,10200,FOREIGN,246476332,180693766,65782566,19142419
1067,HOMELAND INS CO OF NY,34452,FOREIGN,115215365,1544838,113670527,12082323
1068,HOMEOWNERS CHOICE PROP & CAS INS CO,12944,DOMESTIC,408747871,225547118,183200753,353991156
1069,HOMESITE INS CO,17221,FOREIGN,147455385,60408462,87046923,13007807
1070,HOMESITE INS CO OF THE MIDWEST,13927,FOREIGN,402545788,299953704,102592084,0
1071,HORACE MANN INS CO,22578,FOREIGN,456116259,269786030,186330229,8471115
1072,HORACE MANN PROP & CAS INS CO,22756,FOREIGN,289205072,166523427,122681645,27504552
1073,HOUSING AUTHORITY PROP A MUT CO,10069,FOREIGN,167405076,50036146,117368930,0
1074,HOUSING AUTHORITY RRG INC,26797,FOREIGN,301751334,125560792,176190542,987629
1075,HOUSING ENTERPRISE INS CO INC,11206,FOREIGN,77613852,45221597,32392255,332372
1076,HOUSING SPECIALTY INS CO INC,15381,FOREIGN,16802585,1135207,15667378,1685661
1077,HOUSTON CAS CO,42374,FOREIGN,3329643445,1416652470,1912990975,23831003
1078,HOUSTON SPECIALTY INS CO,12936,FOREIGN,458016149,197219014,260797135,16521943
1079,HSB SPECIALTY INS CO,14438,FOREIGN,53096505,2875657,50220848,246686
1080,HUDSON EXCESS INS CO,14484,FOREIGN,67776939,11666711,56110228,958155
1081,HUDSON INS CO,25054,FOREIGN,1159904797,706747514,453157283,18392341
1082,HUDSON SPECIALTY INS CO,37079,FOREIGN,365747342,164802157,200945185,15042467
1083,ICI MUT INS CO RRG,11268,FOREIGN,355581722,100574626,255007096,101975
1084,IDS PROP CAS INS CO,29068,FOREIGN,1826317319,1025996380,800320940,24523967
1085,ILLINOIS INS CO,35246,FOREIGN,50962664,18778695,32183969,1650969
1086,ILLINOIS NATL INS CO,23817,FOREIGN,48061313,9267673,38793640,64587807
1087,ILLINOIS UNION INS CO,27960,FOREIGN,377710884,251932133,125778751,34847309
1088,IMPERIAL FIRE & CAS INS CO,44369,FOREIGN,79946842,54317903,25628939,61447167
1089,IMPERIUM INS CO,35408,FOREIGN,379256551,201579286,177677265,19107453
1090,INDEMNITY INS CO OF NORTH AMER,43575,FOREIGN,463694045,334039606,129654439,43276579
1091,INDEPENDENCE AMER INS CO,26581,FOREIGN,114369954,47558069,66811885,2667692
1092,INDEPENDENT SPECIALTY INS CO,39640,FOREIGN,48779488,1753901,47025587,0
1093,INDIAN HARBOR INS CO,36940,FOREIGN,191767933,144721623,47046310,73752863
1094,INDIANA INS CO,22659,FOREIGN,69491041,3616512,65874528,0
1095,INDIANA LUMBERMENS MUT INS CO,14265,FOREIGN,54550453,38910297,15640156,13203
1096,INFINITY ASSUR INS CO,39497,FOREIGN,6970755,1393164,5577591,24436961
1097,INFINITY AUTO INS CO,11738,FOREIGN,10407088,2777118,7629970,308838735
1098,INFINITY CAS INS CO,21792,FOREIGN,7549009,1403451,6145558,-2
1099,INFINITY IND INS CO,10061,FOREIGN,6149252,1618805,4530447,109263434
1100,INFINITY INS CO,22268,FOREIGN,2012728138,1352109517,660618621,2542939
1101,INFINITY SELECT INS CO,20260,FOREIGN,7269578,1920592,5348986,0
1102,INFINITY STANDARD INS CO,12599,FOREIGN,7149799,1532668,5617131,0
1103,INSURANCE CO OF N AMER,22713,FOREIGN,944214424,694054528,250159896,524799
1104,INSURANCE CO OF THE STATE OF PA,19429,FOREIGN,253292950,137372633,115920317,47404490
1105,INSURANCE CO OF THE WEST,27847,FOREIGN,2252845608,1350893134,901952475,23830482
1106,INTEGON CAS INS CO,27930,FOREIGN,39342969,32989423,6353546,0
1107,INTEGON GEN INS CORP,22780,FOREIGN,41919176,35458010,6461166,715511
1108,INTEGON IND CORP,22772,FOREIGN,102229068,78791655,23437413,14259898
1109,INTEGON NATL INS CO,29742,FOREIGN,2489206551,1894769723,594436828,17333456
1110,INTEGON PREFERRED INS CO,31488,FOREIGN,73510191,66820441,6689750,72824120
1111,INTERINS EXCH OF THE AUTOMOBILE CLUB,15598,FOREIGN,9326946802,3415891265,5911055537,0
1112,INTERNATIONAL FIDELITY INS CO,11592,FOREIGN,214415720,125306898,89108820,6255705
1113,INTERSTATE FIRE & CAS CO,22829,FOREIGN,137166378,69001568,68164810,17763936
1114,INTREPID INS CO,10749,FOREIGN,10180057,96269,10083789,0
1115,IRONSHORE IND INC,23647,FOREIGN,424948058,259304312,165643746,12133816
1116,IRONSHORE RRG (DC) INC,14375,FOREIGN,2705170,2024155,681015,9932
1117,IRONSHORE SPECIALTY INS CO,25445,FOREIGN,1082888614,733573532,349315083,91569505
1118,JAMES RIVER INS CO,12203,FOREIGN,568985394,440832308,128153086,35764544
1119,JEFFERSON INS CO,11630,FOREIGN,91441332,34064401,57376931,37777620
1120,JEWELERS MUT INS CO,14354,FOREIGN,397808608,150501222,247307386,23768834
1121,JM WOODWORTH RRG INC,12594,FOREIGN,7014051,5928059,1085992,0
1122,KEY RISK INS CO,10885,FOREIGN,47778853,16945107,30833746,147343
1123,KINGSWAY AMIGO INS CO,21300,DOMESTIC,12919209,7883374,5035836,0
1124,KINSALE INS CO,38920,FOREIGN,508630748,315330711,193300037,19873323
1125,KNIGHT SPECIALTY INS CO,15366,FOREIGN,73334366,25547090,47787276,2808512
1126,KNIGHTBROOK INS CO,13722,FOREIGN,209330475,148344107,60986368,17584
1127,LAFAYETTE INS CO,18295,FOREIGN,202356008,114939625,87416383,0
1128,LAKEVIEW INS CO,13648,DOMESTIC,34812654,17378544,17434110,0
1129,LAMORAK INS CO,20621,FOREIGN,24908926,651138,24257788,4744
1130,LANCER IND CO,38148,FOREIGN,28453342,17240788,11212554,0
1131,LANCER INS CO,26077,FOREIGN,674447935,474759871,199688064,22043001
1132,LANCET IND RRG INC,13014,FOREIGN,20674058,18221004,2453054,5377604
1133,LANDMARK AMER INS CO,33138,FOREIGN,379986470,151188659,228797811,79193719
1134,LEXINGTON INS CO,19437,FOREIGN,25179962643,19322917705,5857044938,433974169
1135,LEXINGTON NATL INS CORP,37940,DOMESTIC,58216824,40741648,17475176,1155969
1136,LEXON INS CO,13307,FOREIGN,236337651,173123937,63213714,3944677
1137,LIBERTY INS CORP,42404,FOREIGN,241964759,1180700,240784059,41743503
1138,LIBERTY INS UNDERWRITERS INC,19917,FOREIGN,209482688,82282552,127200136,145310046
1139,LIBERTY MUT FIRE INS CO,23035,FOREIGN,5650731746,4176150733,1474581013,200460088
1140,LIBERTY MUT INS CO,23043,FOREIGN,44001881687,27473676194,16528205493,111672053
1141,LIBERTY MUT MID ATLANTIC INS CO,14486,FOREIGN,20498131,848453,19649678,0
1142,LIBERTY SURPLUS INS CORP,10725,FOREIGN,136406132,33619377,102786755,38213672
1143,LION INS CO,11075,DOMESTIC,253512944,163525808,89987135,12422255
1144,LM GEN INS CO,36447,FOREIGN,11691352,1030233,10661119,205137840
1145,LM INS CORP,33600,FOREIGN,119057519,1861670,117195849,50337014
1146,LM PROP & CAS INS CO,32352,FOREIGN,67220597,30830396,36390200,0
1147,LONE STAR ALLIANCE RRG,15211,FOREIGN,9075340,5978874,3096466,7797154
1148,LYNDON SOUTHERN INS CO,10051,FOREIGN,152176351,100041360,52134991,38090944
1149,MACHINERY INS INC ASSESSABLE MUT CO,33502,DOMESTIC,2551595,158932,2392663,410249
1150,MAG MUT INS CO,42617,FOREIGN,1773882917,858936553,914946364,59154708
1151,MAIDEN REINS N AMER INC,11054,FOREIGN,1302634415,1011531125,291103290,0
1152,MAIN ST AMER ASSUR CO,29939,DOMESTIC,43134833,6980,43127853,0
1153,MAIN STREET AMER PROTECTION INS CO,13026,DOMESTIC,15789591,107506,15682085,0
1154,MANUFACTURERS ALLIANCE INS CO,36897,FOREIGN,200011213,135135721,64875492,6252656
1155,MAPFRE INS CO,23876,FOREIGN,78187236,55896245,22290992,0
1156,MAPFRE INS CO OF FL,34932,DOMESTIC,106382776,75387174,30995600,66005424
1157,MARATHON FIN INS CO INC RRG,11117,FOREIGN,5526354,3437629,2088725,0
1158,MARKEL AMER INS CO,28932,FOREIGN,433410415,288620207,144790208,20506471
1159,MARKEL GLOBAL REINS CO,10829,FOREIGN,1692903837,888800554,804103283,0
1160,MARKEL INS CO,38970,FOREIGN,1564030003,1185263296,378766707,55991620
1161,MASSACHUSETTS BAY INS CO,22306,FOREIGN,65752888,29492,65723396,15078583
1162,MAXUM CAS INS CO,10784,FOREIGN,51940969,34985404,16955565,0
1163,MAXUM IND CO,26743,FOREIGN,278238267,175250606,102987661,15948404
1164,MBIA INS CORP,12041,FOREIGN,514897253,276653932,238243321,319441
1165,MCIC VT A RECIP RRG,10697,FOREIGN,1649966173,1096459400,553506773,8724076
1166,MEDICAL MUT INS CO OF NC,32522,FOREIGN,555011219,300165842,254845377,0
1167,MEDICAL PROFESSIONAL MUT INS CO,10206,FOREIGN,3176667170,1582269609,1594397561,0
1168,MEDICAL PROTECTIVE CO,11843,FOREIGN,2996140967,1286662850,1709478117,51057132
1169,MEDICAL SECURITY INS CO,33090,FOREIGN,27660351,10049687,17610664,2649762
1170,MEDICUS INS CO,12754,FOREIGN,54943163,19254527,35688636,2370391
1171,MEDMAL DIRECT INS CO,13793,DOMESTIC,43284913,22039153,21245760,14097163
1172,MEDMARC CAS INS CO,22241,FOREIGN,290178071,88132733,202045338,5127625
1173,MEMIC CAS CO,14164,FOREIGN,47201786,27109184,20092602,0
1174,MEMIC IND CO,11030,FOREIGN,453449993,319851552,133598441,16844003
1175,MENDOTA INS CO,33650,FOREIGN,125875277,84545467,41329810,36378079
1176,MENTAL HLTH RRG,44237,FOREIGN,28110516,11716050,16394466,2275452
1177,MERASTAR INS CO,31968,FOREIGN,33483831,22683225,10800606,1158724
1178,MERCHANTS BONDING CO A MUT,14494,FOREIGN,179174187,70755916,108418271,4624720
1179,MERCHANTS NATL BONDING INC,11595,FOREIGN,29853553,16091895,13761658,1208776
1180,MERCURY CAS CO,11908,FOREIGN,1889036047,963273914,925762133,0
1181,MERCURY IND CO OF AMER,11201,DOMESTIC,58149859,19808703,38341156,151717488
1182,MERCURY INS CO OF FL,11202,DOMESTIC,42701910,1097307,41604603,26731526
1183,MERIDIAN SECURITY INS CO,23353,FOREIGN,122956573,50800272,72156301,0
1184,MERITPLAN INS CO,24821,FOREIGN,13751425,482480,13268945,0
1185,MESA UNDERWRITERS SPECIALTY INS CO,36838,FOREIGN,329292340,244065023,85227317,12718591
1186,METROMILE INS CO,16187,FOREIGN,18495889,5268312,13227578,0
1187,METROPOLITAN CAS INS CO,40169,FOREIGN,202188711,145536956,56651754,153190088
1188,METROPOLITAN DRT PROP & CAS INS CO,25321,FOREIGN,142688452,110130819,32557633,0
1189,METROPOLITAN GEN INS CO,39950,FOREIGN,43390957,4795603,38595352,3723411
1190,METROPOLITAN GRP PROP & CAS INS CO,34339,FOREIGN,695724945,282004814,413720131,10729
1191,METROPOLITAN PROP & CAS INS CO,26298,FOREIGN,5630703169,3359613893,2271089276,4053534
1192,MGA INS CO INC,40150,FOREIGN,263897601,160592493,103305108,66053729
1193,MGIC ASSUR CORP GEN ACCOUNT,22594,FOREIGN,13432318,1878483,11553835,0
1194,MGIC IND CORP,18740,FOREIGN,140014573,50089919,89924654,2274849
1195,MIC GEN INS CORP,38660,FOREIGN,37355607,20094705,17260902,0
1196,MIC PROP & CAS INS CORP,38601,FOREIGN,93778186,38902471,54875715,8543399
1197,MICHIGAN COMMERCIAL INS MUT,10998,FOREIGN,75402710,57793069,17609641,12848491
1198,MID CENTURY INS CO,21687,FOREIGN,3980551857,2927801024,1052750833,44399
1199,MID CONTINENT ASSUR CO,15380,FOREIGN,20379698,255346,20124352,0
1200,MID CONTINENT CAS CO,23418,FOREIGN,499830821,348812760,151018061,6998000
1201,MID CONTINENT EXCESS AND SURPLUS INS,13794,FOREIGN,17796802,8334,17788468,189141
1202,MIDDLESEX INS CO,23434,FOREIGN,717686455,470869299,246817156,3235024
1203,MIDVALE IND CO,27138,FOREIGN,12103313,-1016318,13119631,720953
1204,MIDWEST EMPLOYERS CAS CO,23612,FOREIGN,155725033,49617428,106107604,5400556
1205,MINNESOTA LAWYERS MUT INS CO,42234,FOREIGN,176780228,87816779,88963449,0
1206,MISSISSIPPI FARM BUREAU CAS INS CO,27669,FOREIGN,426243446,150432955,275810491,535287
1207,MITSUI SUMITOMO INS CO OF AMER,20362,FOREIGN,929646994,581470897,348176097,5548692
1208,MITSUI SUMITOMO INS USA INC,22551,FOREIGN,135037009,71117484,63919525,6359849
1209,MMIC RRG INC,14062,FOREIGN,703582,146723,556859,0
1210,MODERN USA INS CO,12957,DOMESTIC,50155349,30076603,20078746,44573732
1211,MONARCH NATL INS CO,15715,DOMESTIC,41357858,10826729,30531129,13112834
1212,MONROE GUAR INS CO,32506,FOREIGN,51522294,-1562423,53084717,26801094
1213,MONTGOMERY MUT INS CO,14613,FOREIGN,53597312,1901101,51696213,0
1214,MORTGAGE GUAR INS CORP,29858,FOREIGN,4475661514,2970932327,1504729187,66105932
1215,MOTORS INS CORP,22012,FOREIGN,2037991393,1292530738,745460655,31317254
1216,MOUNT VERNON FIRE INS CO,26522,FOREIGN,642998577,197604691,445393888,27551632
1217,MOUNTAIN LAKE RRG INC,13812,FOREIGN,1610823,472915,1138083,0
1218,MOUNTAIN LAUREL RRG INC,11547,FOREIGN,18731429,12666989,6064440,0
1219,MSA INS CO,11066,FOREIGN,18616022,177854,18438168,6914562
1220,MT HAWLEY INS CO,37974,FOREIGN,884618172,432116401,452501771,40411570
1221,MUNICH REINS AMER INC,10227,FOREIGN,17710281113,12890747126,4819533987,0
1222,MUNICIPAL ASSUR COR,13559,FOREIGN,1104819451,617872955,486946496,82584
1223,NASW RRG INC,14366,FOREIGN,13937954,3848139,10089815,325371
1224,NATIONAL AMER INS CO,23663,FOREIGN,194379817,126280004,68099813,898978
1225,NATIONAL AMER INS CO OF CA,23671,FOREIGN,27196728,18479699,8717029,0
1226,NATIONAL ASSISTED LIVING RRG INC,11806,FOREIGN,8005267,3746230,4259036,1609688
